0,Text,Label
" Write a program to print all the even numbers in a range
","
r1, r2 = 1, 28

for _ in range(r1, r2+1):
  if _%2 == 0:
    print(_)

",1
" Write a program to print all the even numbers in a range
","[' Write a program to print all the even numbers in a range\nstart + end =\'\\n\' # After looping the list has 11 numbers.   # print final list  [1,2,3,4,5,6,7,8,9,10]  with \'\\n2\' as [4\',5\',6\' ]  as \'2\',3\',8\' + 1\'{\'}"".format(input_word) {},']",0
" write a python program to sort dictionary items
","dict1 = {'car': [7, 6, 3],  
             'bike': [2, 10, 3],  
             'truck': [19, 4]}

print(f""The original dictionary is : {str(dict1)}"") 

res = dict() 
for key in sorted(dict1): 
    res[key] = sorted(dict1[key])

print(f""The sorted dictionary : {str(res)}"")

",1
" write a python program to sort dictionary items
","[' write a python program to sort dictionary items\n.values() to {} \\n {}"".format(d[2,7], d[1,2]], c)   and  (d[\'0\', \'1\'], D[3\', 7])  )  for item in items:  [0, 1, 2, 3]  # Using dictionary comprehension +"" "" "" in [1.0]"". #  [(1, (, 2), (']",0
" write a program to display date and time
","import datetime
now = datetime.datetime.now()
time= now.strftime(""%Y-%m-%d %H:%M:%S"")
print(f""Current date and time : {time}"")

",1
" write a program to display date and time
","["" write a program to display date and time\n   of execution in [1,2,3,4]  for file in binary format  [4, 5, 6, 7, 8] (date = -1,-1)  [(date,today.date(date_2,today().date() - 1), (today'.date('3', '%b %d'.format(d))] for i in range(0, n, 1)]  (""]",0
" write a program to return the absolute value
","num = -10
print(f'Absolute of {num} is {abs(num)}')

",1
" write a program to return the absolute value
","[' write a program to return the absolute value\n is Rsecond + Nth input by console.   #Example: Rfirst = {0,1,2}\'  R second ={1,2,3} \'Rsecond = {:{{0}\', \'S = : {1}\'.format(input_a_y, \'b_n\', input_b) #Output : \'{ {2}""\' }\' # The value of a is {']",0
" write a python program to check the length of list
","sample_list = ['a','b','c']
print(f'length of sample_list is {len(sample_list)}')

",1
" write a python program to check the length of list
","[' write a python program to check the length of list\n if length <= 2 and print the result with minimum length   of key.  # List of words = [{} for name, value in zip(res_list)]  for sub in words:  {""Geeks""}  [printable_name] "" heretics"" # Please write the next function to {} using only_numbers. """"""  "")  and "" ""{:"".\\']",0
" write a Python program to calculate number of days between two dates.
","from datetime import date
f_date = date(2019, 4, 15) # YYYY/MM/DD
l_date = date(2020, 4, 15) # YYYY/MM/DD
delta = l_date - f_date
print(f'No of days between {f_date} and {l_date} is:{delta.days}')

",1
" write a Python program to calculate number of days between two dates.
","[' write a Python program to calculate number of days between two dates.\n write  = requests.{\'jan\', \'feb\', \'\'}   # write Python code to print the date of the meeting with  the specified date. \t  print(""Date is valid."")  for the given date in [8, 6, 10, KDE - 1].  end = \'\\n\'  (python - celsius \')  \'In [1/000010000\\ write']",0
" write a Python program to convert Python objects into JSON strings.
","import json
python_dict =  {""name"": ""David"", ""age"": 6, ""class"":""I""}
json_dict = json.dumps(python_dict, sort_keys=True, indent=4)
print(f""json dict : {json_dict}"")

",1
" write a Python program to convert Python objects into JSON strings.
","[' write a Python program to convert Python objects into JSON strings.\n  JSON = JSON.file1()[1]   # Base case for JSON files. ToEIOUce = 0  (lower case)  X = {\'0\', \'1\'}  + \'2  \'*\' # Output: {}, {}\'{\'{""\\\', {\',{} \'\\\'.join(string) }\'  \', \'!()\\\'){\', \'.']",0
" write a Python program to get the largest number from a list
","def max_num_in_list(list):
    max = list[0]
    for a in list:
        max = a if a > max else max
    return max
print(f'max_num_in_list [1, 10, -8, 0], Ans:{max_num_in_list([1, 10, -8, 0])}')

",1
" write a Python program to get the largest number from a list
","[' write a Python program to get the largest number from a list\n using list comprehension  + enumerate(my_list)  () \t  # Python version <= 3.0*A[.]  [2,0,3,4,5] [4] + 1.5*B[i, 1]  with a range(1, N + N) and range (2,-1) [3,-2-1] with range([2,0']",0
" write a Python program to remove duplicates from a list
","a = [10,20,30,20,10,50,60,40,80,50,40]

dup_items = set()
uniq_items = []
for x in a:
    if x not in dup_items:
        uniq_items.append(x)
        dup_items.add(x)

print(f'dup_items:{dup_items}')

",1
" write a Python program to remove duplicates from a list
","[' write a Python program to remove duplicates from a list\n  = (1, \'a\', \'e\', \', \'i\', ""o\',   my_list) .format(no_spaces), \'=\', no_swap) \\n\'.join(a, b, c) #ew!(\'!{noise}, \'iboa}\' --> \'!\\n\', #ibo(A) occurs{: \'AEI\',O\', \'\']']",0
" write a Python program to flatten a shallow list
","import itertools
original_list = [[2,4,3],[1,5,6], [9], [7,9,0], [1,2,3,4]]
new_merged_list = list(itertools.chain(*original_list))
print(f'merged list/flatten:{new_merged_list}')

",1
" write a Python program to flatten a shallow list
","[' write a Python program to flatten a shallow list\n/natural = input(""How many rabbits do you want? "")  \t\t  count=10.0.  for line in range(len(lines))  # To make annotation=line.print(\'C\')\', end=\'\') # Output: "", \'{},{\', \'}\'  [print(\',(\'1.3F\', {\',\'\\2.4M\',end=\',']",0
" write a Python program to create multiple list
","
obj = {}
for i in range(1, 11):
    obj[str(i)] = []
print(f'create multiple list:{obj}')

",1
" write a Python program to create multiple list
","["" write a Python program to create multiple list\n case   = lambda a, b: a*b*c, a%b=0  # displacement of the first list to the second list  using list comprehension  + list_concat([(1,2), (3, 4), '6')]  for k, v in range(0,3) #{}' : {'A': {', 'B': { 'C': {}'""]",0
" write a Python program to merge two dictionaries
","
d1 = {'a': 100, 'b': 200}
d2 = {'x': 300, 'y': 200}
d = d1.copy()
d.update(d2)
print(f'merge two dictionaries:{d}')

",1
" write a Python program to merge two dictionaries
","[' write a Python program to merge two dictionaries\n[3]:   # reference to 1:00  factorial = 1  [4:1]  - 1 = 0  (x=3,y) # expression  = ""This is a < b"" "" # Linkedelta = 12  status=""Not Eligible"" for this purpose = \'Eligible\'}  for the use_by_date = False  return -1.0.1 ']",0
" write a Python program to Sum all the items in a dictionary
","
my_dict = {'data1':100,'data2':-54,'data3':247}
print(f'Sum all the items in a dictionary:{sum(my_dict.values())}')

",1
" write a Python program to Sum all the items in a dictionary
","[' write a Python program to Sum all the items in a dictionary\n number of values = int(input(""Please enter the sum with the largest number: ""))  \t  for i in range(0,len(dict)):  )  with a given dict[1]  as input from the user:  # To the original dictionary, write {\'Sum\' of the values in the dictionary}  = {}  and \\n\'\'.format(str(s']",0
" write a python program to Get the maximum and minimum value in a dictionary
","
my_dict = {'x':500, 'y':5874, 'z': 560}

key_max = max(my_dict.keys(), key=(lambda k: my_dict[k]))
key_min = min(my_dict.keys(), key=(lambda k: my_dict[k]))

print('Maximum Value in a dictionary: ',my_dict[key_max])
print('Minimum Value in a dictionary: ',my_dict[key_min])

",1
" write a python program to Get the maximum and minimum value in a dictionary
","[' write a python program to Get the maximum and minimum value in a dictionary\n each key and its value using dictionary comprehension.   Values in dictionary are : {}"".format(keys,values))  #Output : [(15,8,1),(1,2),(-15\',1\',8), (2,3, \'), (-1\',\'2\',2b\'), (3\', \'w\')]  = \'\\n\',{2: \'^\',\'\'\'}']",0
" write a python program to do nothing for a condition
","
if 1 + 1 == 2:
    pass # Nothing

",1
" write a python program to do nothing for a condition
","[' write a python program to do nothing for a condition\n \t\t   res.append(len(str1))  * K)  + 1  # Enter condition to test for  condition) }  [4*8 + str1]  (2 * B) - 2 * C + 2  [(3 * A) ** 2) + K )  {""check"" : [3* B] (4 * N) [5*N - 4] [(1']",0
" write a python program to make use of enumerate method
","
for count, value in enumerate(obj):
    print(count, value)

",1
" write a python program to make use of enumerate method
","[' write a python program to make use of enumerate method\n operator = lambda ele:  [(1, 2),(3, 4),[])   for i in range(0, len(A)):  # To make a simple yield, omit the 1 in [1]  format.  N = 3.[0]*A] + 1  [0.01] * N + 3 [(0, "" + N))  if N % 2 == 0']",0
" write a python program to make use of setdefault for missing dictionary keys
","a_dict = {'a':1}
a_dict.setdefault('b',2)
print(f'After appending with new value:{a_dict}')

",1
" write a python program to make use of setdefault for missing dictionary keys
","["" write a python program to make use of setdefault for missing dictionary keys\n  keys.   for k in dictionary.keys()  and not in dict.values() :  # To make this working sentence, please write  a blank line in a comma separated sequence. Please write the lines  in comma-separated sequence after.\\n'. '''' # '--', ',', '_.--.','?', ''.'.\\]  '...', '/""]",0
" write a python program to make use of maps
","
def square(number):
    return number ** 2

numbers = [1, 2, 3, 4, 5]

squared = map(square, numbers)

print(f'mapped numbers:{list(squared)}')

",1
" write a python program to make use of maps
","[' write a python program to make use of maps\nphaix   = lambda sublist:  # same for [ Chauvegon sublists] \t  if sub-list [a] > a, then print(""No substrings present in the form ["", """", sub_list])  and print(a, "","") "",  with a [(), \\, \\] for sub communities in {multi_nums} [ @ \\ \\.list_ of values']",0
" write a python program to make use of modulo operator
","
print(f'modulo 15 % 4: Sol->{15 % 4}')

",1
" write a python program to make use of modulo operator
","[' write a python program to make use of modulo operator\n=bool (1 <<)  \t\t  for every number in the list to be square  of numbers 0 <= 1  # Note :* S = (x*y)**(1/x) + (y**x - 1) S  =(x+y  )  sum = sum + \'*\'* \'n\'  "") # To make the loop as calloworld(n']",0
" write a python program to explain enclosing and global scope
","
x = 'global'

def f():
    x = 'enclosing'
    def g():
        print(x)
    g()
    return x
obj1 = f()
print('explain global scope:',obj1)

",1
" write a python program to explain enclosing and global scope
","[' write a python program to explain enclosing and global scope\n problem:   the value of *next() for *a  in range(1,1001) --> A B C D E B D C \'\'\'  S = (2, ""...with"", *args)  for i in l: (1,)  (5, ""E"", ""How""))  "","".@""sorenum"""""" for row in t: "" ;  # loop over rows with |']",0
" write a python program to expain local and global scope
","
def f1():
    x = 'enclosing'
    def g():
        x = 'local'
        return x
    x=g()
    return x
obj2 = f1()
print('explain local scope:',obj2)

",1
" write a python program to expain local and global scope
","[' write a python program to expain local and global scope\n of a number   used in both amicable chunks  for  the number in the list.  print()  after  removing the 0th, 2nd, 4th chunk from the output.\t  with a given exception as the first line: "" locals only = \'b\', \'c\' #""\\n""  to make a \'d\' chunk out of string, \'e\' ;""\'{']",0
