loc,v(g),ev(g),iv(g),v,l,d,i,t,lOCode,lOComment,lOBlank,locCodeAndComment,uniq_Op,uniq_Opnd,total_Op,total_Opnd,branchCount,Label
168,5,1,5,5544.64,0.03,38.29,144.81,11794.52,151,1,14,0,15,76,464,388,9,1
324,6,1,6,11205.23,0.02,44.35,252.67,27607.09,287,1,33,1,17,138,820,720,11,1
169,5,1,5,5479.56,0.03,37.8,144.98,11505.88,148,1,18,0,15,76,459,383,9,1
139,5,1,5,5893.16,0.03,38.06,154.83,12461.58,98,1,38,0,15,80,491,406,9,1
455,23,1,11,13503.77,0.02,65.16,207.25,48880.82,359,17,76,1,26,160,966,834,45,1
66,3,1,3,1296.63,0.13,7.5,172.88,540.26,61,1,2,0,10,58,126,87,5,1
106,3,1,3,2690.27,0.05,19.99,134.61,2987.02,93,2,9,0,14,69,225,197,5,1
123,2,1,2,4456.11,0.03,33.1,134.61,8195.13,105,1,15,0,20,87,373,288,3,1
124,7,1,3,4005.13,0.03,36.63,109.36,8149.33,112,0,10,0,15,60,350,293,13,1
163,5,1,5,5479.79,0.03,37.21,147.28,11327.28,147,1,13,0,15,77,458,382,9,1
77,1,1,1,2273.52,0.1,10.45,217.61,1319.62,67,0,8,0,8,67,190,175,1,1
26,2,1,2,166.8,0.15,6.8,24.53,63.01,14,7,3,0,8,10,23,17,3,1
65,7,1,4,944.28,0.03,28.6,33.02,1500.36,31,18,14,0,22,25,105,65,13,1
52,6,5,2,626.83,0.04,25.2,24.87,877.57,34,7,9,0,21,20,69,48,11,1
53,10,6,6,656.58,0.06,17.5,37.52,638.34,30,4,9,7,14,22,72,55,19,1
24,5,4,4,326.9,0.1,9.71,33.68,176.27,12,0,6,3,11,17,38,30,9,1
17,2,1,2,123.19,0.21,4.73,26.06,32.35,9,3,2,0,8,11,16,13,3,1
45,1,1,1,768.86,0.09,11.17,68.82,477.2,28,5,10,0,13,32,85,55,1,1
38,3,3,2,780.44,0.08,13.01,59.97,564.29,25,1,10,0,15,34,80,59,5,1
57,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1
152,3,1,3,2803.39,0.05,21.99,127.51,3424.14,80,40,20,1,18,70,263,171,5,1
34,7,4,5,430,0.08,12.66,33.97,302.38,21,2,6,3,13,19,49,37,13,1
14,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
55,4,1,2,868.55,0.04,25.77,33.7,1243.6,34,5,5,8,14,22,87,81,7,1
42,5,1,3,535,0.05,19.85,26.95,590.07,26,6,8,0,15,17,62,45,9,1
35,4,3,2,294.8,0.1,10,29.48,163.78,23,3,6,1,12,15,37,25,7,1
36,4,1,4,446.96,0.05,20.46,21.84,508.08,25,6,3,0,14,13,56,38,7,1
117,18,10,13,1789.14,0.03,35.14,50.91,3493.08,77,12,10,16,24,42,173,123,35,1
13,3,1,3,117.21,0.12,8.25,14.21,53.72,5,0,2,4,9,6,19,11,5,1
4,1,1,1,19.65,0.33,3,6.55,3.28,2,0,0,0,6,1,6,1,1,1
30,4,3,3,724.1,0.05,20.57,35.2,827.54,21,0,7,0,18,21,89,48,7,1
17,2,1,2,112.59,0.21,4.8,23.46,30.02,9,3,3,0,8,10,15,12,3,1
19,3,1,2,156.08,0.13,7.5,20.81,65.03,9,3,4,0,11,11,20,15,5,1
13,3,3,2,218.72,0.11,9.29,23.55,112.83,6,0,5,0,13,14,26,20,5,1
6,1,1,1,46.51,0.33,3,15.5,7.75,3,0,1,0,5,5,8,6,1,1
8,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
11,1,1,1,102.19,0.1,9.6,10.64,54.5,6,0,3,0,12,5,17,8,1,1
18,2,1,2,118.94,0.19,5.4,22.03,35.68,9,3,4,0,9,10,16,12,3,1
67,11,1,11,1165.47,0.03,38.04,30.64,2463.14,46,6,13,0,22,24,128,83,15,1
4,1,1,1,22.46,0.27,3.75,5.99,4.68,2,0,0,0,5,2,5,3,1,1
70,9,5,8,1157.23,0.03,38,30.45,2443.04,54,7,7,0,19,22,128,88,16,1
32,5,1,4,302.61,0.09,11.07,27.33,186.13,25,0,5,0,10,14,35,31,9,1
20,5,4,4,174.17,0.14,6.91,25.21,66.85,15,0,3,0,8,11,22,19,9,1
14,4,4,4,130.8,0.14,7.31,17.89,53.14,11,0,0,0,9,8,19,13,7,1
70,7,4,6,1070.64,0.03,31.91,33.55,1897.95,52,5,11,0,26,33,101,81,13,1
37,6,1,4,485.97,0.05,19.68,24.69,531.44,28,0,5,2,17,19,50,44,11,1
88,14,9,13,2010,0.05,22.12,90.87,2470.07,80,1,5,0,14,50,177,158,27,1
95,5,1,5,1076.4,0.04,26.33,40.88,1574.74,44,40,9,0,18,27,117,79,9,1
186,28,20,8,2531.47,0.01,89.59,28.26,12599.61,119,45,20,0,29,28,261,173,55,1
50,11,10,2,1220.77,0.02,51.06,23.91,3463.09,40,4,3,0,19,16,152,86,21,1
57,5,1,4,528.81,0.05,18.38,28.78,539.83,39,3,9,4,12,16,61,49,9,1
165,22,1,18,2661.69,0.04,25.77,103.27,3811.34,136,10,16,1,20,71,226,183,43,1
35,3,1,3,457.87,0.09,11.2,40.88,284.9,19,5,7,0,14,20,58,32,5,1
24,3,1,3,229.25,0.11,9.5,24.13,120.99,14,3,5,0,12,12,31,19,5,1
67,12,7,6,1399.09,0.02,43.48,32.18,3379.79,60,1,4,0,26,29,148,97,23,1
23,4,1,4,304.23,0.06,16,19.01,270.42,15,3,2,1,16,14,34,28,7,1
74,12,10,5,0,0,0,0,0,0,0,0,0,0,0,0,0,23,1
10,2,1,2,260.06,0.08,12.09,21.51,174.68,8,0,0,0,14,11,37,19,3,1
50,8,1,7,569.35,0.04,23.16,24.59,732.45,27,13,8,0,19,16,72,39,15,1
52,9,5,9,0,0,0,0,0,0,0,0,0,0,0,0,0,17,1
18,2,1,2,57.36,0.24,4.2,13.66,13.38,8,8,2,0,7,5,10,6,3,1
31,12,12,11,743.09,0.06,16.77,44.3,692.48,27,1,1,0,20,31,79,52,23,1
94,12,1,10,1504.03,0.03,38.63,38.94,3227.4,61,10,10,11,33,44,137,103,20,1
5,1,1,1,48.43,0.19,5.25,9.23,14.13,3,0,0,0,7,4,8,6,1,1
19,6,1,3,309.13,0.09,11.38,27.18,195.36,14,0,2,1,14,16,37,26,11,1
4,1,1,1,11.61,0.67,1.5,7.74,0.97,2,0,0,0,3,2,3,2,1,1
33,1,1,1,515.24,0.24,4.13,124.62,118.35,22,4,5,0,5,26,61,43,1,1
36,2,1,2,1754.75,0.07,15,116.98,1462.29,32,0,1,1,6,33,167,165,3,1
41,7,6,5,613.17,0.07,15.04,40.76,512.39,25,12,2,0,19,24,75,38,13,1
23,2,1,2,433.82,0.08,13,33.37,313.31,17,0,4,0,13,20,46,40,3,1
591,88,44,51,14322.23,0.01,67.29,212.86,53537.86,442,69,75,3,30,175,1080,785,175,1
10,1,1,1,143.06,0.28,3.54,40.39,28.15,5,0,3,0,5,12,18,17,1,1
5,1,1,1,51.89,0.34,2.92,17.79,8.41,3,0,0,0,5,6,8,7,1,1
115,2,1,1,3746.47,0.04,28.22,132.74,5874.6,87,1,25,0,19,69,375,205,3,1
113,16,9,10,2083.96,0.02,41.28,50.48,4779.47,96,6,9,0,23,39,210,140,31,1
17,3,1,1,87.57,0.2,5,17.51,24.32,11,0,4,0,7,7,13,10,5,1
200,52,13,37,9292.36,0.01,99.31,93.57,51270.04,188,5,5,0,39,86,896,438,92,1
18,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1
35,4,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1
84,22,6,9,2699.41,0.02,63.88,42.26,9579.72,67,0,14,1,34,33,321,124,42,1
36,4,1,4,361.21,0.09,11.45,31.55,229.72,28,2,4,0,15,19,42,29,7,1
65,9,7,5,992.19,0.03,31.5,31.5,1736.33,56,2,5,0,18,24,100,84,17,1
9,3,3,2,101.95,0.13,7.71,13.22,43.69,6,0,1,0,12,7,15,9,5,1
13,3,1,3,130.8,0.12,8.44,15.5,61.31,10,0,1,0,9,8,17,15,5,1
5,1,1,1,44.97,0.33,3,14.99,7.5,3,0,0,0,6,5,8,5,1,1
20,7,7,3,185.47,0.08,12.44,14.9,128.22,16,0,2,0,14,9,25,16,13,1
30,6,5,5,380,0.05,21.19,17.93,447.39,20,4,3,0,19,13,47,29,11,1
45,5,1,4,835.29,0.05,18.28,45.69,848.34,31,1,6,4,18,32,83,65,7,1
15,4,4,2,121.01,0.12,8.36,14.48,56.19,11,0,2,0,13,7,19,9,7,1
107,14,7,9,2042.41,0.05,19.42,105.18,2203.44,83,5,17,0,19,68,178,139,27,1
54,8,3,5,1099.81,0.03,39.2,28.05,2395.42,43,1,8,0,25,22,129,69,15,1
112,20,15,7,2218.41,0.02,49.48,44.83,6098.76,89,2,13,6,23,33,240,142,39,1
246,46,39,13,5125.85,0.01,92.65,55.32,26384.2,199,19,20,4,24,43,513,332,91,1
48,8,7,5,779.84,0.05,20.46,38.11,886.49,37,0,9,0,19,26,86,56,15,1
18,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
31,5,1,5,255.41,0.11,8.77,29.13,124.43,27,0,2,0,12,13,36,19,9,1
14,2,1,2,232.19,0.16,6.19,37.53,79.82,8,0,4,0,9,16,28,22,3,1
14,2,1,2,105.49,0.16,6.29,16.78,36.84,6,2,4,0,8,7,16,11,3,1
34,5,3,5,542.84,0.09,11.56,46.98,348.49,27,0,5,0,13,27,54,48,9,1
16,2,1,2,125.1,0.19,5.2,24.06,36.14,11,0,3,0,8,10,17,13,3,1
21,2,1,2,150.12,0.16,6.4,23.46,53.38,13,3,3,0,8,10,20,16,3,1
6,1,1,1,31.7,0.4,2.5,12.68,4.4,3,0,1,0,5,4,6,4,1,1
45,5,1,5,498.57,0.11,9.38,53.18,259.67,31,4,8,0,10,26,61,49,13,1
7,1,1,1,15.51,0.67,1.5,10.34,1.29,3,0,2,0,3,3,3,3,1,1
21,2,1,2,332.79,0.05,18.75,17.75,346.65,15,0,4,0,12,8,52,25,3,1
6,1,1,1,8,0.67,1.5,5.33,0.67,2,0,1,0,3,1,3,1,1,1
14,2,1,1,39.86,0.33,3,13.29,6.64,4,5,3,0,5,5,6,6,3,1
5,1,1,1,8,0.67,1.5,5.33,0.67,2,0,1,0,3,1,3,1,1,1
63,7,4,5,802.26,0.04,26.05,30.79,1161.16,45,7,9,0,18,19,99,55,13,1
12,2,1,2,125.1,0.21,4.77,26.21,33.17,7,1,2,0,7,11,15,15,3,1
26,6,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1
46,12,11,8,580.48,0.03,32.89,17.65,1060.63,26,16,1,0,16,9,88,37,23,1
37,10,9,3,625.77,0.05,21.47,29.14,746.54,24,12,1,0,16,19,71,51,19,1
24,10,8,2,288.44,0.06,16.67,17.31,267.08,20,0,2,0,16,12,35,25,19,1
36,6,4,5,533.83,0.08,12.04,44.34,357.07,27,3,4,0,14,25,58,43,11,1
14,2,1,2,79.95,0.15,6.67,11.99,29.61,7,1,3,1,8,6,11,10,3,1
12,2,1,2,64.53,0.25,4,16.12,14.34,9,0,1,0,6,6,10,8,3,1
8,1,1,1,118.03,0.17,6,19.67,39.34,5,0,0,1,7,7,19,12,1,1
60,8,4,7,801.81,0.05,19.33,41.47,861.2,46,5,7,0,18,27,88,58,15,1
41,4,3,3,269.34,0.1,10.21,26.37,152.84,20,9,8,2,11,14,32,26,7,1
16,2,1,1,180.09,0.14,7.13,25.28,71.28,9,1,4,0,9,12,22,19,3,1
24,6,6,2,466.76,0.05,21.18,22.04,549.14,18,0,4,0,18,17,51,40,11,1
44,5,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1
367,48,7,44,7412.71,0.02,61.38,120.77,25277.05,333,2,30,0,24,87,646,445,95,1
29,5,1,3,559.09,0.06,16.84,33.2,523.13,23,0,2,2,16,19,69,40,9,1
29,5,1,3,710.26,0.08,12.11,58.66,477.77,25,0,2,2,16,37,68,56,9,1
34,5,1,3,297.21,0.08,12.46,23.85,205.76,29,0,3,0,12,13,37,27,9,1
49,6,1,4,742.77,0.04,24.08,30.85,993.62,39,2,6,0,15,19,85,61,11,1
33,4,1,4,371.33,0.1,10.31,36.01,212.74,26,1,4,0,10,16,46,33,7,1
52,9,9,6,0,0,0,0,0,0,0,0,0,0,0,0,0,17,1
41,5,1,5,596.06,0.08,12.92,46.12,427.94,32,0,6,0,14,26,64,48,6,1
40,2,1,1,604.41,0.08,12.38,48.82,415.73,24,6,6,0,10,21,70,52,3,1
31,2,1,1,417.09,0.1,10.42,40.02,241.47,19,4,5,0,11,19,49,36,3,1
7,1,1,1,15.51,0.5,2,7.75,1.72,2,1,0,0,4,2,4,2,1,1
44,5,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1
30,4,1,1,253.82,0.08,12,21.15,169.22,21,2,5,0,13,13,30,24,7,1
51,16,9,3,0,0,0,0,0,0,0,0,0,0,0,0,0,31,1
22,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1
35,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1
33,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1
112,48,44,9,2378.34,0.02,54.08,43.98,7146.03,82,23,7,0,22,36,229,177,95,1
13,2,1,1,125.1,0.35,2.88,43.37,20.05,7,0,4,0,5,13,15,15,3,1
15,2,1,2,204.46,0.15,6.87,29.74,78.09,11,0,2,0,11,16,23,20,3,1
12,2,1,2,94.01,0.29,3.5,26.86,18.28,7,1,2,0,7,10,13,10,3,1
115,14,1,7,1732.22,0.04,24.68,70.2,2374.59,97,4,8,4,14,40,160,141,27,1
10,1,1,1,128,0.22,4.5,28.44,32,5,1,2,0,6,10,17,15,1,1
44,8,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1
41,5,1,4,872.8,0.05,21.8,40.03,1057.26,32,0,7,0,17,23,105,59,9,1
169,21,1,13,3413.5,0.02,50.5,67.59,9576.76,139,2,24,1,28,56,332,202,37,1
112,18,3,2,1733.03,0.02,48.84,35.48,4702.29,95,1,12,0,22,25,201,111,35,1
100,6,1,6,1594.86,0.04,26.65,59.84,2361.62,73,6,18,0,21,39,171,99,9,1
133,10,1,5,1416.42,0.03,35.93,39.43,2827.01,79,39,12,0,20,27,158,97,19,1
19,2,1,1,240,0.06,15.43,15.56,205.71,14,0,3,0,9,7,36,24,3,1
19,2,1,1,280,0.04,23.33,12,362.96,12,0,4,0,10,6,42,28,3,1
28,1,1,1,404.17,0.11,9.28,43.55,208.4,17,1,7,0,11,16,58,27,1,1
78,13,4,13,2466.61,0.03,33.44,73.75,4583.03,67,3,4,1,21,54,224,172,18,1
63,5,1,5,1002.97,0.05,20.92,47.94,1165.85,48,3,9,0,16,26,118,68,9,1
52,4,1,4,947.3,0.06,17.75,53.37,934.14,35,0,14,0,17,34,96,71,7,1
54,6,1,6,653.53,0.05,18.81,34.74,683.03,38,2,10,2,21,24,76,43,8,1
96,7,4,3,1112.38,0.03,35.22,31.59,2176.4,58,29,6,1,20,23,124,81,13,1
123,28,9,3,1721.93,0.02,44.72,38.5,4278.39,101,0,20,0,33,38,177,103,46,1
86,46,46,18,3745.2,0.02,50.51,74.15,10509.48,61,8,6,9,22,49,384,225,91,1
122,41,22,1,2066.59,0.01,90.18,22.92,10353.46,118,0,1,0,25,14,290,101,67,1
17,13,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0,25,1
14,2,1,2,116,0.12,8.36,13.88,53.86,8,0,3,0,9,7,16,13,3,1
50,15,15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,29,1
24,15,13,2,0,0,0,0,0,0,0,0,0,0,0,0,0,29,1
28,9,9,5,915.08,0.03,38.56,23.73,1960.24,24,0,2,0,19,17,108,69,17,1
16,3,3,1,122.62,0.09,11,11.15,74.94,11,0,2,0,11,6,18,12,5,1
5,1,1,1,19.65,0.4,2.5,7.86,2.73,2,0,1,0,5,2,5,2,1,1
18,2,1,2,122.62,0.12,8.57,14.31,58.39,13,0,3,0,10,7,18,12,3,1
20,10,7,4,325.03,0.03,29,11.21,523.65,15,0,3,0,14,7,45,29,19,1
60,11,5,3,518.1,0.03,34.3,15.1,987.27,37,6,11,3,14,10,64,49,21,1
23,8,8,2,438.86,0.03,33,13.3,804.58,18,0,2,0,22,11,54,33,15,1
27,5,5,1,265.93,0.05,19.17,13.87,283.16,20,0,4,0,15,9,35,23,9,1
69,11,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,21,1
28,9,9,2,595.24,0.02,40.25,14.79,1331.02,24,0,2,0,21,12,72,46,17,1
14,10,10,2,408.63,0.05,21.6,18.92,490.35,9,0,2,1,18,10,61,24,19,1
15,10,10,2,417.79,0.04,22.8,18.32,529.2,9,0,3,1,19,10,62,24,19,1
54,17,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,33,1
40,3,1,2,482.94,0.08,11.77,41.03,315.77,32,0,4,0,17,26,53,36,4,1
78,12,1,7,747.86,0.05,20.92,35.75,869.22,55,0,21,0,15,19,94,53,18,1
24,2,1,2,254.99,0.08,13,19.61,184.16,13,4,4,1,10,10,33,26,3,1
28,5,1,5,497.59,0.07,13.5,36.86,373.19,22,0,3,0,9,14,68,42,9,1
24,10,10,10,374.59,0.07,15,24.97,312.16,19,0,3,0,11,11,54,30,19,1
24,5,1,2,262.33,0.12,8.53,30.75,124.33,20,0,2,0,13,16,33,21,6,1
143,15,1,3,1396.61,0.05,21.18,65.95,1643.07,106,1,30,4,18,34,165,80,21,1
21,5,1,1,188.87,0.18,5.5,34.34,57.71,19,0,0,0,11,10,33,10,6,1
28,13,13,13,510.82,0.06,18,28.38,510.82,23,0,3,0,12,13,71,39,25,1
24,3,1,2,166.8,0.12,8.13,20.53,75.29,18,1,3,0,10,8,27,13,5,1
5,1,1,1,24,0.33,3,8,4,2,0,1,0,6,2,6,2,1,1
107,31,1,2,1653.47,0.03,38.71,42.71,3555.85,92,0,13,0,24,31,186,100,52,1
30,2,1,2,610.38,0.05,19.79,30.84,671.07,27,0,1,0,16,19,72,47,3,1
31,2,1,2,666.81,0.05,21.47,31.05,795.49,28,0,1,0,16,19,79,51,3,1
11,2,1,2,62.91,0.29,3.5,17.97,12.23,7,0,2,0,7,6,11,6,3,1
16,2,1,2,118.94,0.19,5.4,22.03,35.68,11,0,3,0,9,10,16,12,3,1
22,3,1,3,210.91,0.1,10,21.09,117.17,17,0,3,0,12,12,26,20,5,1
130,13,1,8,1607.97,0.03,35.94,44.74,3210.36,81,25,15,7,25,40,152,115,24,1
121,13,1,8,1722.4,0.02,40.33,42.7,3859.45,86,16,15,2,26,39,165,121,23,1
28,3,1,3,330,0.11,9,36.67,165,22,0,4,0,12,20,36,30,5,1
71,1,1,1,388.42,0.14,7.25,53.57,156.45,30,12,27,0,11,22,48,29,1,1
97,5,1,5,883.77,0.07,14,63.13,687.38,51,19,25,0,14,32,96,64,9,1
58,9,9,2,758.86,0.05,20.9,36.31,881.12,44,7,5,0,19,25,84,55,15,1
18,3,1,2,315,0.06,17.36,18.15,303.75,15,0,3,0,18,14,36,27,5,1
60,19,5,10,0,0,0,0,0,0,0,0,0,0,0,0,0,37,1
16,2,1,2,302.86,0.1,9.97,30.39,167.7,12,0,2,0,13,15,40,23,3,1
87,6,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1
129,7,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1
76,11,8,6,0,0,0,0,0,0,0,0,0,0,0,0,0,21,1
83,8,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1
125,15,6,11,0,0,0,0,0,0,0,0,0,0,0,0,0,29,1
129,16,6,11,0,0,0,0,0,0,0,0,0,0,0,0,0,31,1
128,16,6,11,0,0,0,0,0,0,0,0,0,0,0,0,0,31,1
130,17,6,12,0,0,0,0,0,0,0,0,0,0,0,0,0,33,1
92,8,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1
92,22,15,11,2671.63,0.03,31.88,83.81,4731.27,79,4,9,0,26,73,224,179,43,1
70,15,12,5,0,0,0,0,0,0,0,0,0,0,0,0,0,29,1
90,23,21,11,0,0,0,0,0,0,0,0,0,0,0,0,0,39,1
68,20,18,9,0,0,0,0,0,0,0,0,0,0,0,0,0,33,1
89,21,19,10,0,0,0,0,0,0,0,0,0,0,0,0,0,35,1
97,23,21,11,0,0,0,0,0,0,0,0,0,0,0,0,0,39,1
83,21,19,10,0,0,0,0,0,0,0,0,0,0,0,0,0,35,1
27,5,3,3,212.61,0.09,11.7,18.17,138.19,22,0,3,0,13,10,29,18,9,1
48,12,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,23,1
351,30,25,18,4366.58,0.02,48.3,90.41,11716.98,223,107,11,2,23,65,403,273,59,1
48,11,1,11,784.35,0.05,20.38,38.48,888.25,43,1,1,1,20,26,89,53,16,1
80,12,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,23,1
4,1,1,1,19.65,0.4,2.5,7.86,2.73,2,0,0,0,5,2,5,2,1,1
6,2,1,1,88,0.15,6.6,13.33,32.27,4,0,0,0,11,5,16,6,3,1
6,1,1,1,111.13,0.16,6.3,17.64,38.9,4,0,0,0,7,5,22,9,1,1
16,4,3,2,142.7,0.07,13.93,10.25,110.42,11,0,3,0,15,7,19,13,7,1
4,1,1,1,33.22,0.33,3,11.07,5.54,2,0,0,0,6,4,6,4,1,1
87,4,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1
77,10,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,19,1
37,7,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1
27,6,4,4,356.7,0.06,17,20.98,336.89,21,0,4,0,17,14,44,28,11,1
32,6,6,3,553.18,0.03,33,16.76,1014.17,25,0,5,0,22,14,65,42,11,1
7,1,1,1,111.13,0.16,6.3,17.64,38.9,4,0,0,0,7,5,22,9,1,1
26,4,3,2,235.02,0.1,10,23.5,130.57,16,0,5,3,13,13,30,20,7,1
13,3,3,2,158.32,0.12,8.18,19.35,71.97,9,0,2,0,12,11,20,15,5,1
23,4,3,2,262.57,0.07,14.54,18.06,212.08,16,0,3,2,18,13,32,21,7,1
74,13,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,25,1
34,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1
28,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1
29,4,4,3,306.05,0.08,11.79,25.97,200.39,19,4,3,0,15,14,41,22,7,1
24,5,1,5,250.67,0.13,7.67,32.7,106.77,21,0,1,0,8,12,35,23,9,1
23,5,1,2,276.9,0.14,6.91,40.09,106.24,21,0,0,0,13,16,40,17,6,1
32,6,1,1,229.39,0.19,5.31,43.22,67.64,24,0,3,3,6,13,31,23,11,1
87,13,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,23,1
24,6,6,2,339,0.04,24.89,13.62,468.74,17,0,4,0,16,9,45,28,11,1
21,3,1,1,166.8,0.05,18.2,9.16,168.65,16,0,3,0,13,5,26,14,5,1
23,3,1,2,209.59,0.05,18.21,11.51,212.09,17,0,4,0,15,7,30,17,5,1
97,27,25,6,2113.88,0.02,48.38,43.7,5681.04,85,3,7,0,24,32,235,129,53,1
52,7,1,5,845.66,0.03,29.57,28.6,1389.31,46,0,4,0,18,21,91,69,13,1
43,15,11,6,0,0,0,0,0,0,0,0,0,0,0,0,0,29,1
36,12,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,23,1
126,10,6,5,1390.06,0.02,58.95,23.58,4552.25,67,21,30,1,20,19,151,112,19,1
45,11,3,3,566.19,0.04,23.33,24.27,733.95,29,7,6,1,24,18,70,35,19,1
11,2,1,2,65.73,0.16,6.13,10.73,22.37,9,0,0,0,7,4,12,7,3,1
13,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
35,8,8,2,331.71,0.04,24.28,13.66,447.4,18,9,5,1,19,9,46,23,15,1
23,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
24,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
26,5,1,2,307.36,0.11,8.93,34.44,152.4,24,0,0,0,17,20,38,21,6,1
33,5,1,2,541.11,0.05,19.86,27.24,597.14,25,0,6,0,19,22,55,46,9,1
21,3,1,3,249.34,0.08,12.38,20.15,171.42,16,0,3,0,9,8,39,22,5,1
11,1,1,1,137.06,0.14,7,19.58,53.3,6,0,2,1,7,7,22,14,1,1
15,2,1,2,96,0.17,5.79,16.59,30.86,10,0,2,0,9,7,15,9,3,1
38,29,17,14,1245.97,0.03,33.8,36.86,2339.65,28,2,5,1,13,20,143,104,57,1
187,17,15,7,1522.2,0.02,50.14,30.36,4240.4,81,24,79,1,18,21,171,117,33,1
34,4,1,4,417.09,0.1,9.75,42.78,225.92,27,0,5,0,10,20,46,39,7,1
55,4,1,4,737.42,0.13,7.44,99.13,304.76,37,6,10,0,10,41,69,61,7,1
23,3,1,3,461.51,0.11,9,51.28,230.75,16,0,4,1,8,20,51,45,5,1
23,3,1,3,461.51,0.11,9,51.28,230.75,17,0,4,0,8,20,51,45,5,1
9,2,1,2,96,0.18,5.5,17.45,29.33,6,0,1,0,8,8,13,11,3,1
102,21,21,17,2250.52,0.03,31.5,71.45,3938.41,67,13,15,5,21,46,233,138,41,1
37,3,3,3,644.21,0.07,14.17,45.47,507.02,29,1,4,0,17,27,73,45,5,1
39,7,5,5,687.65,0.05,20.83,33.02,795.57,25,5,6,0,17,20,83,49,13,1
27,3,1,3,264.97,0.11,9.19,28.84,135.25,22,0,2,0,14,16,33,21,5,1
126,9,1,9,2096.42,0.03,39.96,52.47,4653.57,94,13,17,0,19,34,223,143,17,1
38,9,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1
20,4,1,2,185.84,0.1,9.78,19.01,100.95,16,0,2,0,11,9,27,16,7,1
42,6,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1
66,16,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,31,1
71,5,1,4,1680.24,0.05,21.55,77.97,2011.72,55,0,14,0,16,49,147,132,9,1
28,8,7,1,792.81,0.04,25.26,31.38,1112.72,23,0,3,0,20,19,102,48,15,1
36,6,6,3,351.86,0.04,22.55,15.61,440.72,27,0,2,0,16,11,43,31,11,1
49,3,1,2,136.74,0.12,8.57,15.95,65.11,15,11,21,0,8,7,20,15,5,1
6,1,1,1,36.54,0.33,3,12.18,6.09,2,0,1,0,6,4,7,4,1,1
7,2,1,1,48.43,0.28,3.6,13.45,9.69,5,0,0,0,6,5,8,6,3,1
92,19,14,5,0,0,0,0,0,0,0,0,0,0,0,0,0,37,1
20,5,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1
27,3,1,2,761.7,0.04,27.76,27.43,1174.92,22,0,3,0,16,17,92,59,5,1
55,6,4,4,816.85,0.03,36.14,22.6,1640.18,37,12,3,1,22,14,112,46,10,1
8,1,1,1,51.89,0.34,2.92,17.79,8.41,5,1,0,0,5,6,8,7,1,1
26,3,1,2,350.94,0.06,16.67,21.06,324.94,17,4,3,0,16,12,48,25,5,1
55,4,3,1,948.35,0.03,33.41,28.38,1760.33,43,3,7,0,16,17,117,71,7,1
69,2,1,2,3973.88,0.12,8.39,473.41,1853.2,62,2,3,0,6,104,295,291,3,1
10,2,1,2,62.27,0.4,2.5,24.91,8.65,8,0,0,0,5,6,12,6,3,1
52,3,1,3,733.17,0.12,8.34,87.9,339.76,21,11,14,4,12,41,71,57,5,1
15,2,1,2,206.44,0.14,7.38,27.96,84.69,10,0,3,0,8,13,23,24,3,1
